,0,1,2,3,4,7,5,6,9,8,11,10,13,12,15,14
220,0.068,0.102,0.194,0.281,0.015,0.353,0.108,0.187,0.673,0.555,0.049,0.033,0.114,0.078,0.02,0.139
221,0.068,0.105,0.2,0.286,0.015,0.338,0.104,0.179,0.631,0.522,0.054,0.035,0.13,0.089,0.017,0.16
222,0.066,0.105,0.203,0.291,0.012,0.324,0.101,0.173,0.593,0.494,0.06,0.037,0.149,0.102,0.018,0.182
223,0.068,0.108,0.207,0.297,0.011,0.316,0.098,0.168,0.581,0.481,0.064,0.039,0.165,0.112,0.016,0.201
224,0.068,0.109,0.209,0.304,0.01,0.3,0.093,0.159,0.555,0.459,0.069,0.041,0.183,0.123,0.016,0.223
225,0.068,0.111,0.215,0.314,0.009,0.275,0.085,0.145,0.515,0.427,0.074,0.042,0.201,0.134,0.015,0.248
226,0.068,0.114,0.221,0.324,0.008,0.246,0.077,0.13,0.466,0.383,0.08,0.044,0.221,0.148,0.014,0.275
227,0.069,0.116,0.228,0.336,0.007,0.213,0.068,0.112,0.404,0.332,0.088,0.048,0.246,0.164,0.014,0.307
228,0.071,0.12,0.236,0.35,0.007,0.177,0.057,0.092,0.337,0.276,0.094,0.05,0.27,0.179,0.011,0.338
229,0.073,0.123,0.243,0.36,0.007,0.142,0.046,0.073,0.27,0.221,0.1,0.053,0.294,0.194,0.01,0.367
230,0.075,0.127,0.25,0.37,0.007,0.111,0.037,0.057,0.207,0.171,0.107,0.056,0.318,0.209,0.009,0.398
231,0.078,0.13,0.256,0.378,0.008,0.085,0.03,0.044,0.153,0.128,0.116,0.061,0.343,0.226,0.01,0.428
232,0.08,0.132,0.262,0.387,0.007,0.064,0.025,0.034,0.111,0.094,0.125,0.065,0.368,0.242,0.011,0.46
233,0.08,0.134,0.266,0.396,0.005,0.047,0.02,0.026,0.08,0.068,0.133,0.068,0.393,0.259,0.01,0.491
234,0.082,0.136,0.271,0.404,0.005,0.037,0.016,0.02,0.061,0.052,0.139,0.071,0.416,0.275,0.009,0.52
235,0.083,0.139,0.276,0.412,0.005,0.03,0.014,0.016,0.05,0.043,0.146,0.075,0.438,0.289,0.007,0.549
236,0.085,0.141,0.282,0.419,0.006,0.03,0.014,0.016,0.047,0.041,0.153,0.078,0.46,0.302,0.007,0.575
237,0.085,0.142,0.286,0.423,0.005,0.032,0.015,0.017,0.05,0.043,0.158,0.081,0.478,0.314,0.008,0.599
238,0.085,0.143,0.288,0.426,0.003,0.035,0.015,0.017,0.055,0.046,0.163,0.083,0.494,0.325,0.008,0.618
239,0.085,0.144,0.289,0.429,0.003,0.037,0.014,0.017,0.059,0.05,0.166,0.084,0.506,0.333,0.008,0.634
240,0.084,0.146,0.291,0.433,0.003,0.039,0.015,0.02,0.065,0.055,0.17,0.086,0.517,0.341,0.007,0.65
241,0.084,0.147,0.293,0.437,0.004,0.042,0.016,0.022,0.072,0.06,0.172,0.086,0.527,0.346,0.006,0.661
242,0.083,0.146,0.294,0.439,0.004,0.045,0.017,0.024,0.081,0.066,0.173,0.086,0.532,0.349,0.006,0.667
243,0.085,0.146,0.295,0.439,0.004,0.051,0.019,0.027,0.092,0.076,0.173,0.085,0.529,0.347,0.006,0.664
244,0.085,0.145,0.293,0.435,0.004,0.057,0.02,0.03,0.105,0.087,0.17,0.084,0.52,0.34,0.007,0.653
245,0.085,0.145,0.291,0.432,0.004,0.065,0.023,0.035,0.121,0.099,0.167,0.083,0.509,0.332,0.007,0.639
246,0.084,0.144,0.289,0.428,0.004,0.072,0.023,0.038,0.136,0.111,0.162,0.08,0.496,0.323,0.006,0.623
247,0.082,0.142,0.286,0.425,0.003,0.079,0.024,0.041,0.151,0.123,0.155,0.076,0.48,0.312,0.005,0.604
248,0.08,0.14,0.282,0.419,0.003,0.088,0.027,0.045,0.167,0.137,0.147,0.071,0.457,0.297,0.005,0.575
249,0.079,0.137,0.278,0.412,0.003,0.099,0.031,0.051,0.189,0.154,0.139,0.069,0.428,0.279,0.006,0.539
250,0.079,0.134,0.272,0.404,0.003,0.112,0.035,0.059,0.211,0.173,0.129,0.065,0.394,0.256,0.008,0.496
251,0.078,0.133,0.268,0.397,0.003,0.124,0.037,0.065,0.237,0.193,0.119,0.059,0.358,0.233,0.007,0.45
252,0.076,0.131,0.262,0.389,0.003,0.137,0.041,0.072,0.263,0.214,0.108,0.054,0.323,0.21,0.008,0.406
253,0.074,0.127,0.256,0.38,0.003,0.151,0.045,0.079,0.289,0.236,0.097,0.049,0.289,0.188,0.008,0.362
254,0.072,0.124,0.25,0.37,0.003,0.166,0.048,0.086,0.317,0.258,0.085,0.042,0.255,0.166,0.007,0.317
255,0.07,0.12,0.244,0.362,0.003,0.181,0.053,0.095,0.347,0.283,0.073,0.038,0.221,0.143,0.008,0.274
256,0.068,0.118,0.24,0.354,0.003,0.197,0.057,0.104,0.38,0.309,0.062,0.032,0.188,0.121,0.008,0.232
257,0.066,0.116,0.234,0.345,0.002,0.214,0.062,0.113,0.414,0.336,0.054,0.029,0.16,0.102,0.008,0.195
258,0.065,0.113,0.229,0.337,0.002,0.231,0.067,0.121,0.449,0.365,0.046,0.024,0.132,0.085,0.007,0.161
259,0.064,0.111,0.225,0.331,0.003,0.247,0.07,0.128,0.485,0.393,0.037,0.018,0.108,0.069,0.004,0.131
260,0.062,0.108,0.219,0.325,0.002,0.264,0.073,0.136,0.52,0.422,0.031,0.016,0.089,0.057,0.004,0.108
261,0.062,0.106,0.215,0.32,0.003,0.282,0.079,0.146,0.554,0.449,0.028,0.015,0.076,0.049,0.005,0.091
262,0.06,0.105,0.212,0.313,0.002,0.3,0.085,0.156,0.587,0.476,0.026,0.015,0.066,0.043,0.007,0.078
263,0.059,0.103,0.209,0.307,0.003,0.318,0.09,0.166,0.618,0.502,0.023,0.014,0.058,0.038,0.008,0.068
264,0.059,0.101,0.205,0.301,0.003,0.334,0.095,0.174,0.649,0.528,0.02,0.012,0.052,0.033,0.007,0.061
265,0.056,0.097,0.2,0.295,0,0.35,0.098,0.181,0.679,0.555,0.018,0.012,0.048,0.03,0.006,0.055
266,0.056,0.096,0.197,0.291,0.001,0.365,0.102,0.19,0.71,0.58,0.017,0.01,0.045,0.028,0.005,0.051
267,0.055,0.095,0.193,0.285,0,0.378,0.105,0.196,0.739,0.603,0.017,0.009,0.043,0.026,0.004,0.049
268,0.054,0.094,0.189,0.28,0,0.391,0.109,0.204,0.765,0.623,0.016,0.01,0.043,0.027,0.004,0.049
269,0.053,0.092,0.186,0.275,0.001,0.403,0.113,0.211,0.784,0.639,0.017,0.01,0.044,0.028,0.005,0.05
270,0.052,0.09,0.183,0.27,0.001,0.413,0.116,0.216,0.803,0.656,0.017,0.01,0.045,0.028,0.005,0.05
271,0.051,0.089,0.18,0.266,0.002,0.421,0.116,0.219,0.819,0.669,0.017,0.01,0.045,0.028,0.004,0.051
272,0.05,0.087,0.177,0.262,0.002,0.427,0.116,0.222,0.832,0.679,0.017,0.009,0.044,0.027,0.003,0.05
273,0.049,0.085,0.175,0.258,0.001,0.433,0.118,0.225,0.842,0.686,0.017,0.009,0.044,0.028,0.004,0.052
274,0.049,0.084,0.172,0.255,0.001,0.436,0.121,0.227,0.847,0.689,0.017,0.01,0.046,0.029,0.004,0.053
275,0.048,0.083,0.169,0.251,0,0.437,0.122,0.227,0.851,0.691,0.018,0.01,0.047,0.029,0.004,0.054
276,0.047,0.082,0.167,0.248,0,0.437,0.121,0.226,0.852,0.694,0.017,0.01,0.047,0.029,0.003,0.055
277,0.046,0.081,0.166,0.246,0,0.437,0.121,0.226,0.85,0.695,0.018,0.011,0.049,0.03,0.004,0.057
278,0.046,0.081,0.165,0.245,0,0.437,0.121,0.227,0.848,0.693,0.019,0.011,0.049,0.031,0.005,0.058
279,0.046,0.081,0.164,0.244,0,0.437,0.122,0.227,0.846,0.691,0.019,0.011,0.05,0.031,0.005,0.058
280,0.045,0.08,0.163,0.243,0,0.436,0.121,0.226,0.846,0.689,0.018,0.01,0.049,0.031,0.004,0.057
281,0.045,0.08,0.162,0.242,0,0.437,0.119,0.226,0.852,0.692,0.017,0.009,0.046,0.029,0.003,0.055
282,0.044,0.078,0.161,0.241,-0.001,0.439,0.118,0.226,0.855,0.695,0.016,0.008,0.046,0.027,0.003,0.053
283,0.044,0.077,0.161,0.241,-0.001,0.437,0.116,0.224,0.851,0.692,0.015,0.008,0.044,0.026,0.001,0.05
284,0.044,0.077,0.161,0.241,-0.002,0.429,0.115,0.22,0.836,0.68,0.014,0.007,0.042,0.025,0.001,0.049
285,0.043,0.077,0.162,0.242,-0.002,0.418,0.112,0.214,0.814,0.662,0.015,0.007,0.042,0.025,0.002,0.048
286,0.044,0.078,0.163,0.244,-0.001,0.405,0.108,0.207,0.789,0.64,0.015,0.008,0.041,0.025,0.002,0.048
287,0.045,0.08,0.165,0.247,-0.001,0.392,0.104,0.2,0.764,0.618,0.014,0.008,0.04,0.024,0.003,0.046
288,0.046,0.081,0.168,0.25,-0.001,0.379,0.101,0.194,0.742,0.601,0.013,0.007,0.037,0.022,0.002,0.043
289,0.047,0.082,0.171,0.254,-0.001,0.37,0.099,0.19,0.725,0.586,0.012,0.006,0.034,0.02,0.001,0.039
290,0.047,0.084,0.174,0.259,-0.001,0.361,0.097,0.185,0.707,0.573,0.011,0.006,0.032,0.019,0.001,0.036
291,0.047,0.085,0.176,0.263,-0.001,0.349,0.093,0.178,0.683,0.552,0.011,0.006,0.029,0.017,0.002,0.032
292,0.046,0.085,0.177,0.266,-0.003,0.332,0.088,0.169,0.649,0.524,0.009,0.004,0.026,0.014,0.001,0.028
293,0.046,0.085,0.178,0.269,-0.004,0.31,0.081,0.157,0.609,0.49,0.006,0.002,0.021,0.009,-0.001,0.022
294,0.046,0.086,0.18,0.272,-0.004,0.288,0.074,0.144,0.566,0.456,0.005,0.001,0.017,0.007,-0.001,0.018
295,0.047,0.087,0.182,0.274,-0.004,0.264,0.067,0.131,0.519,0.419,0.004,0,0.014,0.006,-0.002,0.014
296,0.048,0.088,0.183,0.277,-0.004,0.239,0.06,0.118,0.471,0.38,0.004,0.001,0.012,0.005,-0.001,0.011
297,0.049,0.089,0.185,0.28,-0.004,0.212,0.053,0.104,0.42,0.338,0.003,-0.001,0.01,0.002,-0.002,0.008
298,0.05,0.091,0.189,0.285,-0.003,0.186,0.045,0.09,0.369,0.296,0.001,-0.002,0.007,0,-0.003,0.004
299,0.052,0.094,0.195,0.292,-0.002,0.161,0.039,0.078,0.319,0.256,0,-0.002,0.006,-0.001,-0.002,0.002
300,0.054,0.098,0.201,0.301,-0.001,0.139,0.034,0.067,0.272,0.219,0.001,-0.002,0.007,0,-0.001,0.002
301,0.056,0.102,0.207,0.31,-0.001,0.119,0.03,0.058,0.23,0.185,0.002,0,0.007,0.001,0.001,0.003
302,0.058,0.104,0.213,0.319,-0.002,0.1,0.024,0.048,0.192,0.155,0.002,0,0.007,0.001,0.001,0.003
303,0.059,0.106,0.218,0.329,-0.004,0.082,0.018,0.04,0.158,0.127,0.001,0,0.005,0,0.001,0.002
304,0.06,0.108,0.223,0.338,-0.005,0.066,0.014,0.031,0.128,0.104,0,-0.002,0.004,-0.002,-0.001,-0.001
305,0.061,0.111,0.229,0.348,-0.005,0.053,0.01,0.024,0.103,0.084,-0.001,-0.004,0.003,-0.003,-0.003,-0.002
306,0.063,0.113,0.235,0.356,-0.006,0.043,0.008,0.019,0.084,0.068,-0.002,-0.003,0.002,-0.003,-0.003,-0.003
307,0.064,0.115,0.241,0.366,-0.005,0.035,0.007,0.015,0.07,0.055,-0.001,-0.003,0.003,-0.003,-0.002,-0.002
308,0.067,0.119,0.248,0.377,-0.005,0.028,0.006,0.012,0.057,0.045,-0.001,-0.003,0.004,-0.003,-0.002,-0.002
309,0.071,0.125,0.257,0.39,-0.004,0.022,0.004,0.009,0.046,0.036,-0.001,-0.004,0.004,-0.003,-0.002,-0.002
310,0.073,0.131,0.267,0.406,-0.004,0.017,0.001,0.006,0.035,0.029,-0.002,-0.005,0.003,-0.004,-0.003,-0.003
311,0.075,0.136,0.279,0.422,-0.004,0.014,0,0.004,0.028,0.023,-0.002,-0.005,0.002,-0.003,-0.004,-0.003
312,0.078,0.141,0.292,0.44,-0.005,0.012,0,0.004,0.024,0.019,-0.002,-0.004,0.003,-0.003,-0.004,-0.003
313,0.081,0.147,0.305,0.46,-0.005,0.01,-0.001,0.002,0.02,0.016,-0.002,-0.004,0.003,-0.003,-0.004,-0.002
314,0.085,0.155,0.318,0.48,-0.005,0.007,-0.003,0,0.015,0.011,-0.004,-0.006,0.002,-0.005,-0.005,-0.004
315,0.087,0.161,0.33,0.499,-0.006,0.004,-0.005,-0.002,0.011,0.008,-0.004,-0.006,0.002,-0.006,-0.005,-0.005
316,0.091,0.169,0.343,0.519,-0.007,0.003,-0.004,-0.002,0.009,0.006,-0.003,-0.005,0.002,-0.005,-0.005,-0.004
317,0.096,0.176,0.358,0.54,-0.006,0.004,-0.002,0,0.008,0.006,-0.001,-0.004,0.003,-0.003,-0.004,-0.002
318,0.101,0.183,0.374,0.564,-0.005,0.004,-0.001,0,0.007,0.005,-0.001,-0.004,0.004,-0.003,-0.004,-0.002
319,0.105,0.191,0.39,0.585,-0.005,0.002,-0.003,-0.001,0.004,0.003,-0.003,-0.005,0.002,-0.004,-0.004,-0.004
320,0.108,0.197,0.403,0.602,-0.005,0.002,-0.005,-0.002,0.003,0.003,-0.003,-0.006,0.003,-0.005,-0.005,-0.005
321,0.113,0.203,0.416,0.622,-0.005,0.002,-0.005,-0.002,0.002,0.002,-0.003,-0.006,0.003,-0.005,-0.004,-0.004
322,0.116,0.21,0.429,0.642,-0.005,0.001,-0.004,-0.002,0.002,0.001,-0.002,-0.006,0.004,-0.004,-0.004,-0.004
323,0.119,0.218,0.444,0.666,-0.006,-0.001,-0.005,-0.003,0,-0.001,-0.003,-0.006,0.003,-0.006,-0.006,-0.006
324,0.122,0.225,0.457,0.686,-0.006,-0.001,-0.005,-0.003,0,-0.001,-0.003,-0.005,0.003,-0.005,-0.006,-0.006
325,0.125,0.231,0.47,0.706,-0.006,0,-0.005,-0.003,0,-0.001,-0.003,-0.005,0.004,-0.005,-0.005,-0.005
326,0.13,0.238,0.482,0.723,-0.005,-0.001,-0.005,-0.003,0,-0.001,-0.002,-0.005,0.004,-0.004,-0.004,-0.004
327,0.134,0.244,0.495,0.739,-0.004,-0.002,-0.004,-0.003,-0.001,-0.001,-0.003,-0.006,0.004,-0.004,-0.004,-0.005
328,0.137,0.249,0.504,0.752,-0.005,-0.002,-0.004,-0.002,-0.002,-0.002,-0.003,-0.006,0.003,-0.005,-0.004,-0.005
329,0.138,0.253,0.513,0.764,-0.006,-0.003,-0.005,-0.003,-0.003,-0.002,-0.004,-0.007,0.002,-0.006,-0.005,-0.006
330,0.139,0.257,0.523,0.777,-0.008,-0.004,-0.007,-0.004,-0.005,-0.003,-0.005,-0.007,0.003,-0.007,-0.006,-0.007
331,0.142,0.262,0.533,0.792,-0.008,-0.005,-0.008,-0.005,-0.006,-0.005,-0.005,-0.008,0.002,-0.008,-0.008,-0.008
332,0.147,0.268,0.545,0.81,-0.006,-0.004,-0.006,-0.004,-0.005,-0.004,-0.004,-0.007,0.003,-0.007,-0.007,-0.008
333,0.152,0.275,0.556,0.827,-0.004,-0.002,-0.004,-0.002,-0.002,-0.002,-0.002,-0.005,0.005,-0.005,-0.004,-0.006
334,0.154,0.278,0.564,0.843,-0.004,-0.003,-0.004,-0.003,-0.002,-0.002,-0.002,-0.006,0.005,-0.005,-0.004,-0.006
335,0.154,0.28,0.569,0.851,-0.005,-0.003,-0.006,-0.004,-0.004,-0.003,-0.003,-0.007,0.005,-0.006,-0.005,-0.007
336,0.154,0.28,0.573,0.858,-0.007,-0.006,-0.009,-0.006,-0.007,-0.006,-0.006,-0.009,0.002,-0.008,-0.008,-0.009
337,0.156,0.283,0.579,0.864,-0.008,-0.007,-0.009,-0.006,-0.009,-0.007,-0.007,-0.01,0,-0.009,-0.009,-0.01
338,0.158,0.287,0.584,0.87,-0.006,-0.007,-0.008,-0.007,-0.008,-0.007,-0.007,-0.01,0.001,-0.008,-0.009,-0.01
339,0.159,0.29,0.588,0.872,-0.006,-0.005,-0.007,-0.006,-0.006,-0.006,-0.005,-0.008,0.002,-0.007,-0.007,-0.009
340,0.159,0.29,0.589,0.872,-0.007,-0.006,-0.007,-0.006,-0.006,-0.007,-0.005,-0.008,0.002,-0.008,-0.006,-0.01
341,0.159,0.291,0.59,0.872,-0.007,-0.007,-0.008,-0.007,-0.008,-0.007,-0.006,-0.009,0.001,-0.009,-0.007,-0.011
342,0.159,0.291,0.591,0.875,-0.007,-0.007,-0.008,-0.006,-0.009,-0.008,-0.007,-0.01,-0.001,-0.01,-0.008,-0.012
343,0.159,0.291,0.591,0.879,-0.007,-0.006,-0.007,-0.005,-0.007,-0.007,-0.005,-0.009,0.001,-0.008,-0.007,-0.01
344,0.16,0.291,0.591,0.88,-0.006,-0.005,-0.006,-0.004,-0.005,-0.006,-0.004,-0.007,0.004,-0.006,-0.006,-0.008
345,0.16,0.291,0.591,0.878,-0.006,-0.005,-0.006,-0.004,-0.005,-0.005,-0.004,-0.006,0.004,-0.006,-0.006,-0.007
346,0.159,0.289,0.588,0.87,-0.006,-0.005,-0.006,-0.005,-0.007,-0.006,-0.005,-0.007,0.003,-0.008,-0.007,-0.009
347,0.158,0.287,0.584,0.862,-0.006,-0.006,-0.007,-0.006,-0.008,-0.008,-0.007,-0.009,0.001,-0.01,-0.008,-0.011
348,0.157,0.284,0.579,0.858,-0.006,-0.007,-0.007,-0.006,-0.008,-0.008,-0.006,-0.009,0,-0.009,-0.008,-0.011
349,0.155,0.282,0.573,0.854,-0.006,-0.005,-0.006,-0.005,-0.007,-0.006,-0.005,-0.007,0.002,-0.007,-0.005,-0.009
350,0.154,0.279,0.567,0.849,-0.006,-0.004,-0.005,-0.003,-0.005,-0.004,-0.003,-0.005,0.004,-0.004,-0.003,-0.006
351,0.153,0.276,0.56,0.838,-0.005,-0.003,-0.005,-0.003,-0.005,-0.004,-0.003,-0.005,0.004,-0.005,-0.003,-0.006
352,0.151,0.272,0.552,0.826,-0.006,-0.005,-0.006,-0.005,-0.007,-0.006,-0.004,-0.007,0.003,-0.007,-0.005,-0.007
