Yield,Alcohol(mM),HBr(mM),Temperature(Â°C)
0.0,5.742,0.0,6.0
0.0,5.742,0.0,16.0
0.0,5.742,0.0,26.0
0.0,5.742,0.0,36.0
0.0,5.742,0.0,46.0
0.0,5.742,0.0,55.99999999999999
0.0,5.742,0.0,66.0
0.1857368339819424,5.742,11.433333333333332,6.0
0.23828591578485436,5.742,11.433333333333332,16.0
0.4127498043032051,5.742,11.433333333333332,26.0
0.7422836591085424,5.742,11.433333333333332,36.0
0.9273054954525273,5.742,11.433333333333332,46.0
0.9545088960714814,5.742,11.433333333333332,55.99999999999999
0.9393624674454619,5.742,11.433333333333332,66.0
0.2115443664085231,5.742,22.866666666666664,6.0
0.3843243741343566,5.742,22.866666666666664,16.0
0.7039619744969178,5.742,22.866666666666664,26.0
0.9148723901888697,5.742,22.866666666666664,36.0
0.9527592609076383,5.742,22.866666666666664,46.0
0.9710688672704253,5.742,22.866666666666664,55.99999999999999
0.9385445884517729,5.742,22.866666666666664,66.0
0.27720364587114027,5.742,34.3,6.0
0.5410642234430191,5.742,34.3,16.0
0.8224741191582886,5.742,34.3,26.0
0.94749037000099,5.742,34.3,36.0
0.9628318853850997,5.742,34.3,46.0
0.9615778510846875,5.742,34.3,55.99999999999999
0.9243574729624084,5.742,34.3,66.0
0.47810842243551965,5.742,45.73333333333333,6.0
0.6539779841613866,5.742,45.73333333333333,16.0
0.8240008914893625,5.742,45.73333333333333,26.0
0.9449126887261938,5.742,45.73333333333333,36.0
0.9536765255517378,5.742,45.73333333333333,46.0
0.9484203637273977,5.742,45.73333333333333,55.99999999999999
0.9486653208134863,5.742,45.73333333333333,66.0
0.5689839393634586,5.742,57.16666666666666,6.0
0.7336696942925052,5.742,57.16666666666666,16.0
0.8592542776573708,5.742,57.16666666666666,26.0
0.9489395943352514,5.742,57.16666666666666,36.0
0.9568683663930562,5.742,57.16666666666666,46.0
0.956355406219973,5.742,57.16666666666666,55.99999999999999
0.9460109096649936,5.742,57.16666666666666,66.0
0.6668745432611296,5.742,68.6,6.0
0.7951814193423732,5.742,68.6,16.0
0.8817949107438259,5.742,68.6,26.0
0.9491261812432328,5.742,68.6,36.0
0.9584548451429552,5.742,68.6,46.0
0.9560620473603804,5.742,68.6,55.99999999999999
0.9588546233188708,5.742,68.6,66.0
0.0,8.601666666666667,0.0,6.0
0.0,8.601666666666667,0.0,16.0
3.5252008962006986e-05,8.601666666666667,0.0,26.0
0.0,8.601666666666667,0.0,36.0
0.0,8.601666666666667,0.0,46.0
0.0,8.601666666666667,0.0,55.99999999999999
0.0,8.601666666666667,0.0,66.0
0.22607379062258431,8.601666666666667,11.433333333333332,6.0
0.2687824506137086,8.601666666666667,11.433333333333332,16.0
0.4151037520568228,8.601666666666667,11.433333333333332,26.0
0.7250341541296506,8.601666666666667,11.433333333333332,36.0
0.9127840498503444,8.601666666666667,11.433333333333332,46.0
0.9520029216536241,8.601666666666667,11.433333333333332,55.99999999999999
0.9271922638826551,8.601666666666667,11.433333333333332,66.0
0.2341835751065809,8.601666666666667,22.866666666666664,6.0
0.3904782748217348,8.601666666666667,22.866666666666664,16.0
0.728436816528693,8.601666666666667,22.866666666666664,26.0
0.8976016465126959,8.601666666666667,22.866666666666664,36.0
0.9440811293114738,8.601666666666667,22.866666666666664,46.0
0.9624610208969671,8.601666666666667,22.866666666666664,55.99999999999999
0.9332304089031926,8.601666666666667,22.866666666666664,66.0
0.2724591511133246,8.601666666666667,34.3,6.0
0.5258642671835587,8.601666666666667,34.3,16.0
0.8144458996686526,8.601666666666667,34.3,26.0
0.9335852094199244,8.601666666666667,34.3,36.0
0.9484669745443319,8.601666666666667,34.3,46.0
0.9485667252573092,8.601666666666667,34.3,55.99999999999999
0.9255448420987836,8.601666666666667,34.3,66.0
0.44552335872802123,8.601666666666667,45.73333333333333,6.0
0.6598953089834797,8.601666666666667,45.73333333333333,16.0
0.8042541150375949,8.601666666666667,45.73333333333333,26.0
0.9341482642074372,8.601666666666667,45.73333333333333,36.0
0.947858011131992,8.601666666666667,45.73333333333333,46.0
0.9413546895166789,8.601666666666667,45.73333333333333,55.99999999999999
0.9370438723669474,8.601666666666667,45.73333333333333,66.0
0.5462023384166816,8.601666666666667,57.16666666666666,6.0
0.7251336245299622,8.601666666666667,57.16666666666666,16.0
0.8757996320395833,8.601666666666667,57.16666666666666,26.0
0.9424724498298022,8.601666666666667,57.16666666666666,36.0
0.9480566341265746,8.601666666666667,57.16666666666666,46.0
0.9435606417753124,8.601666666666667,57.16666666666666,55.99999999999999
0.9398891601216386,8.601666666666667,57.16666666666666,66.0
0.6668833805531784,8.601666666666667,68.6,6.0
0.7935983955490284,8.601666666666667,68.6,16.0
0.8793751360792035,8.601666666666667,68.6,26.0
0.9426909076398452,8.601666666666667,68.6,36.0
0.9497246114740349,8.601666666666667,68.6,46.0
0.9463475159669892,8.601666666666667,68.6,55.99999999999999
0.9451735041241018,8.601666666666667,68.6,66.0
4.683790689654483e-06,11.461333333333332,0.0,6.0
3.7221942665424876e-06,11.461333333333332,0.0,16.0
7.248213531911556e-05,11.461333333333332,0.0,26.0
2.3279470016879685e-06,11.461333333333332,0.0,36.0
2.540541824611354e-06,11.461333333333332,0.0,46.0
2.4795549165762622e-06,11.461333333333332,0.0,55.99999999999999
1.1253594752165092e-06,11.461333333333332,0.0,66.0
0.2803589094991527,11.461333333333332,11.433333333333332,6.0
0.3007199724509128,11.461333333333332,11.433333333333332,16.0
0.4086146068154496,11.461333333333332,11.433333333333332,26.0
0.7085205306580049,11.461333333333332,11.433333333333332,36.0
0.9016215452405105,11.461333333333332,11.433333333333332,46.0
0.9473366480958393,11.461333333333332,11.433333333333332,55.99999999999999
0.9172555474805897,11.461333333333332,11.433333333333332,66.0
0.25901463163201155,11.461333333333332,22.866666666666664,6.0
0.3953310647329314,11.461333333333332,22.866666666666664,16.0
0.7129308059974868,11.461333333333332,22.866666666666664,26.0
0.8878180320694982,11.461333333333332,22.866666666666664,36.0
0.9371994288099228,11.461333333333332,22.866666666666664,46.0
0.9370873262476231,11.461333333333332,22.866666666666664,55.99999999999999
0.9294142435191922,11.461333333333332,22.866666666666664,66.0
0.32125330846909356,11.461333333333332,34.3,6.0
0.5241040389172077,11.461333333333332,34.3,16.0
0.808625733506478,11.461333333333332,34.3,26.0
0.9238107508882181,11.461333333333332,34.3,36.0
0.9332137551000608,11.461333333333332,34.3,46.0
0.9377049890229608,11.461333333333332,34.3,55.99999999999999
0.9296864762079191,11.461333333333332,34.3,66.0
0.45241600117824504,11.461333333333332,45.73333333333333,6.0
0.6410274699627746,11.461333333333332,45.73333333333333,16.0
0.8760481500773224,11.461333333333332,45.73333333333333,26.0
0.9331835155341532,11.461333333333332,45.73333333333333,36.0
0.9394909034345423,11.461333333333332,45.73333333333333,46.0
0.9363930719294203,11.461333333333332,45.73333333333333,55.99999999999999
0.931614764697643,11.461333333333332,45.73333333333333,66.0
0.531608498417225,11.461333333333332,57.16666666666666,6.0
0.7053905516755428,11.461333333333332,57.16666666666666,16.0
0.9193394115072518,11.461333333333332,57.16666666666666,26.0
0.9344585778913156,11.461333333333332,57.16666666666666,36.0
0.9406706374640424,11.461333333333332,57.16666666666666,46.0
0.9352167500628124,11.461333333333332,57.16666666666666,55.99999999999999
0.9342213202841402,11.461333333333332,57.16666666666666,66.0
0.6668879351994808,11.461333333333332,68.6,6.0
0.7920131505436124,11.461333333333332,68.6,16.0
0.8769584981873721,11.461333333333332,68.6,26.0
0.9362563372173907,11.461333333333332,68.6,36.0
0.9409948949803745,11.461333333333332,68.6,46.0
0.9366337859506414,11.461333333333332,68.6,55.99999999999999
0.9314937398479735,11.461333333333332,68.6,66.0
0.04018692411747225,14.320999999999998,0.0,6.0
0.03193642680712273,14.320999999999998,0.0,16.0
0.01707800327695764,14.320999999999998,0.0,26.0
0.01997378527460046,14.320999999999998,0.0,36.0
0.02179784885529385,14.320999999999998,0.0,46.0
0.0212745811843437,14.320999999999998,0.0,55.99999999999999
0.009655584297414541,14.320999999999998,0.0,66.0
0.28978300320766825,14.320999999999998,11.433333333333332,6.0
0.31256036693386047,14.320999999999998,11.433333333333332,16.0
0.4036561459204848,14.320999999999998,11.433333333333332,26.0
0.7037388450307578,14.320999999999998,11.433333333333332,36.0
0.8978801083687842,14.320999999999998,11.433333333333332,46.0
0.9361630644126366,14.320999999999998,11.433333333333332,55.99999999999999
0.917855945076732,14.320999999999998,11.433333333333332,66.0
0.2893433731741881,14.320999999999998,22.866666666666664,6.0
0.3966060352750683,14.320999999999998,22.866666666666664,16.0
0.7024369784143247,14.320999999999998,22.866666666666664,26.0
0.8837240069429868,14.320999999999998,22.866666666666664,36.0
0.9321489111983989,14.320999999999998,22.866666666666664,46.0
0.9292994593136694,14.320999999999998,22.866666666666664,55.99999999999999
0.9253599040893461,14.320999999999998,22.866666666666664,66.0
0.35450544416505797,14.320999999999998,34.3,6.0
0.509341626893238,14.320999999999998,34.3,16.0
0.7764717133667064,14.320999999999998,34.3,26.0
0.9206116075103237,14.320999999999998,34.3,36.0
0.9320173394623584,14.320999999999998,34.3,46.0
0.9296230083852607,14.320999999999998,34.3,55.99999999999999
0.9261528634025571,14.320999999999998,34.3,66.0
0.46885968921998294,14.320999999999998,45.73333333333333,6.0
0.6512860399921796,14.320999999999998,45.73333333333333,16.0
0.8852378013417401,14.320999999999998,45.73333333333333,26.0
0.93151559618897,14.320999999999998,45.73333333333333,36.0
0.93177264495464,14.320999999999998,45.73333333333333,46.0
0.9372342062703826,14.320999999999998,45.73333333333333,55.99999999999999
0.9310951982830605,14.320999999999998,45.73333333333333,66.0
0.5479100403522958,14.320999999999998,57.16666666666666,6.0
0.7156610900062852,14.320999999999998,57.16666666666666,16.0
0.8813208839551792,14.320999999999998,57.16666666666666,26.0
0.9308616097944931,14.320999999999998,57.16666666666666,36.0
0.9362039709281699,14.320999999999998,57.16666666666666,46.0
0.9352319155727531,14.320999999999998,57.16666666666666,55.99999999999999
0.9318156615830183,14.320999999999998,57.16666666666666,66.0
0.6301559546318658,14.320999999999998,68.6,6.0
0.7713743483904296,14.320999999999998,68.6,16.0
0.9014490972969846,14.320999999999998,68.6,26.0
0.9358536528385175,14.320999999999998,68.6,36.0
0.936701507867302,14.320999999999998,68.6,46.0
0.9337942682103654,14.320999999999998,68.6,55.99999999999999
0.9294364676702944,14.320999999999998,68.6,66.0
0.08036916444425485,17.180666666666664,0.0,6.0
0.0638691314199789,17.180666666666664,0.0,16.0
0.03408352441859617,17.180666666666664,0.0,26.0
0.03994524260219923,17.180666666666664,0.0,36.0
0.043593157168763094,17.180666666666664,0.0,46.0
0.042546682813770824,17.180666666666664,0.0,55.99999999999999
0.019310043235353864,17.180666666666664,0.0,66.0
0.30235712100788315,17.180666666666664,11.433333333333332,6.0
0.3227988289890109,17.180666666666664,11.433333333333332,16.0
0.4003772441755694,17.180666666666664,11.433333333333332,26.0
0.7051654861044603,17.180666666666664,11.433333333333332,36.0
0.8944140473079111,17.180666666666664,11.433333333333332,46.0
0.9268668077740354,17.180666666666664,11.433333333333332,55.99999999999999
0.9166831747026406,17.180666666666664,11.433333333333332,66.0
0.31153812951622895,17.180666666666664,22.866666666666664,6.0
0.3920674699573591,17.180666666666664,22.866666666666664,16.0
0.7200296799490866,17.180666666666664,22.866666666666664,26.0
0.8812131263834591,17.180666666666664,22.866666666666664,36.0
0.9284847831128293,17.180666666666664,22.866666666666664,46.0
0.9261194867075239,17.180666666666664,22.866666666666664,55.99999999999999
0.9243819600309624,17.180666666666664,22.866666666666664,66.0
0.38246634280551317,17.180666666666664,34.3,6.0
0.5282086177950923,17.180666666666664,34.3,16.0
0.7860207729860167,17.180666666666664,34.3,26.0
0.9179136817592344,17.180666666666664,34.3,36.0
0.9327054646882698,17.180666666666664,34.3,46.0
0.9309800989598941,17.180666666666664,34.3,55.99999999999999
0.9265671114684763,17.180666666666664,34.3,66.0
0.4994587277026168,17.180666666666664,45.73333333333333,6.0
0.6523520046054279,17.180666666666664,45.73333333333333,16.0
0.8561787127360926,17.180666666666664,45.73333333333333,26.0
0.9293557797306791,17.180666666666664,45.73333333333333,36.0
0.9240606017475103,17.180666666666664,45.73333333333333,46.0
0.9379215693538943,17.180666666666664,45.73333333333333,55.99999999999999
0.9265477256746353,17.180666666666664,45.73333333333333,66.0
0.5665730969983815,17.180666666666664,57.16666666666666,6.0
0.7168891373253398,17.180666666666664,57.16666666666666,16.0
0.8607151582923408,17.180666666666664,57.16666666666666,26.0
0.9263321760409522,17.180666666666664,57.16666666666666,36.0
0.9310116876449773,17.180666666666664,57.16666666666666,46.0
0.9318590442468779,17.180666666666664,57.16666666666666,55.99999999999999
0.9307439351941319,17.180666666666664,57.16666666666666,66.0
0.593423974064251,17.180666666666664,68.6,6.0
0.750735546237247,17.180666666666664,68.6,16.0
0.9259396964065972,17.180666666666664,68.6,26.0
0.9354509684596444,17.180666666666664,68.6,36.0
0.9324081207542295,17.180666666666664,68.6,46.0
0.9309547504700894,17.180666666666664,68.6,55.99999999999999
0.9273791954926156,17.180666666666664,68.6,66.0
0.04018926642231095,20.04033333333333,0.0,6.0
0.03193828822967953,20.04033333333333,0.0,16.0
0.017043746663652045,20.04033333333333,0.0,26.0
0.019974949451628764,20.04033333333333,0.0,36.0
0.021799119348320333,20.04033333333333,0.0,46.0
0.021275821178584193,20.04033333333333,0.0,55.99999999999999
0.009656147075539941,20.04033333333333,0.0,66.0
0.3303147530734587,20.04033333333333,11.433333333333332,6.0
0.35914439058562786,20.04033333333333,11.433333333333332,16.0
0.4145387304229956,20.04033333333333,11.433333333333332,26.0
0.6931684454173552,20.04033333333333,11.433333333333332,36.0
0.8871439397796714,20.04033333333333,11.433333333333332,46.0
0.9289048919554904,20.04033333333333,11.433333333333332,55.99999999999999
0.9115182216627101,20.04033333333333,11.433333333333332,66.0
0.3463026085938177,20.04033333333333,22.866666666666664,6.0
0.40672027278094225,20.04033333333333,22.866666666666664,16.0
0.6737196582842155,20.04033333333333,22.866666666666664,26.0
0.8786203906895356,20.04033333333333,22.866666666666664,36.0
0.922988297553177,20.04033333333333,22.866666666666664,46.0
0.9280630763082928,20.04033333333333,22.866666666666664,55.99999999999999
0.9229331274846957,20.04033333333333,22.866666666666664,66.0
0.3973772774807079,20.04033333333333,34.3,6.0
0.5296191630897783,20.04033333333333,34.3,16.0
0.8081522091851969,20.04033333333333,34.3,26.0
0.9152939182395491,20.04033333333333,34.3,36.0
0.9300747696117302,20.04033333333333,34.3,46.0
0.9305242924883734,20.04033333333333,34.3,55.99999999999999
0.9288452169715056,20.04033333333333,34.3,66.0
0.507474111809238,20.04033333333333,45.73333333333333,6.0
0.6602827122987709,20.04033333333333,45.73333333333333,16.0
0.8529319191556812,20.04033333333333,45.73333333333333,26.0
0.9260189076231785,20.04033333333333,45.73333333333333,36.0
0.9218579899027584,20.04033333333333,45.73333333333333,46.0
0.9331726112933189,20.04033333333333,45.73333333333333,55.99999999999999
0.9252322837891325,20.04033333333333,45.73333333333333,66.0
0.5583244990536596,20.04033333333333,57.16666666666666,6.0
0.7076489922792554,20.04033333333333,57.16666666666666,16.0
0.87508209404046,20.04033333333333,57.16666666666666,26.0
0.9259546780989145,20.04033333333333,57.16666666666666,36.0
0.9289215729490463,20.04033333333333,57.16666666666666,46.0
0.9280502546331677,20.04033333333333,57.16666666666666,55.99999999999999
0.9287274102637302,20.04033333333333,57.16666666666666,66.0
0.604043961272783,20.04033333333333,68.6,6.0
0.7528552324389135,20.04033333333333,68.6,16.0
0.9251051788918307,20.04033333333333,68.6,26.0
0.9328705176948686,20.04033333333333,68.6,36.0
0.9301201329506981,20.04033333333333,68.6,46.0
0.9282801109633727,20.04033333333333,68.6,55.99999999999999
0.9275682245288716,20.04033333333333,68.6,66.0
0.0,22.9,0.0,6.0
0.0,22.9,0.0,16.0
0.0,22.9,0.0,26.0
-3.784251428339928e-18,22.9,0.0,36.0
0.0,22.9,0.0,46.0
-1.2305465553022471e-17,22.9,0.0,55.99999999999999
0.0,22.9,0.0,66.0
0.35985494726603057,22.9,11.433333333333332,6.0
0.39570228279645886,22.9,11.433333333333332,16.0
0.42920579885212573,22.9,11.433333333333332,26.0
0.6868061268930732,22.9,11.433333333333332,36.0
0.8807043610767651,22.9,11.433333333333332,46.0
0.9294035389379021,22.9,11.433333333333332,55.99999999999999
0.9092542245943491,22.9,11.433333333333332,66.0
0.37813117316816997,22.9,22.866666666666664,6.0
0.4334324462759058,22.9,22.866666666666664,16.0
0.6553008654836254,22.9,22.866666666666664,26.0
0.8772671855869718,22.9,22.866666666666664,36.0
0.9204540613327153,22.9,22.866666666666664,46.0
0.9278647373331044,22.9,22.866666666666664,55.99999999999999
0.9219178089981247,22.9,22.866666666666664,66.0
0.4416775305559007,22.9,34.3,6.0
0.5464206447878042,22.9,34.3,16.0
0.7624311859027795,22.9,34.3,26.0
0.9119980799492386,22.9,34.3,36.0
0.9251728084366753,22.9,34.3,46.0
0.9310407204086402,22.9,34.3,55.99999999999999
0.9260920370966266,22.9,34.3,66.0
0.5156636565674447,22.9,45.73333333333333,6.0
0.6732466275803752,22.9,45.73333333333333,16.0
0.8463394282606151,22.9,45.73333333333333,26.0
0.9236227416082035,22.9,45.73333333333333,36.0
0.9201622177329833,22.9,45.73333333333333,46.0
0.9296611439211471,22.9,45.73333333333333,55.99999999999999
0.9238804001802272,22.9,45.73333333333333,66.0
0.56186203707865,22.9,57.16666666666666,6.0
0.7034614266419378,22.9,57.16666666666666,16.0
0.9065699593831666,22.9,57.16666666666666,26.0
0.9266666678463276,22.9,57.16666666666666,36.0
0.9269014081333597,22.9,57.16666666666666,46.0
0.9259222732019271,22.9,57.16666666666666,55.99999999999999
0.9261496899761485,22.9,57.16666666666666,66.0
0.6146694686454297,22.9,68.6,6.0
0.7549775717634938,22.9,68.6,16.0
0.9242677090435804,22.9,68.6,26.0
0.9302898130519875,22.9,68.6,36.0
0.9278323789311852,22.9,68.6,46.0
0.9256054906777136,22.9,68.6,55.99999999999999
0.9277575154328372,22.9,68.6,66.0
